GPGGA Base Position,,,,,,,,,,,,,,,GPGGA End Position,,,,,,,,,,,,,,,Base Latitude,Base Longitude,End Latitude,End Longitude,Node Count, Extra Tether Length,Node Address,X,Y,Z,Unscaled Pressure,Depth,Node Address,X,Y,Z,Unscaled Pressure,Depth,Node Address,X,Y,Z,Unscaled Pressure,Depth,Node Address,X,Y,Z,Unscaled Pressure,Depth,Node Address,X,Y,Z,Unscaled Pressure,Depth,Node Address,X,Y,Z,Unscaled Pressure,Depth,Time
$GPGGA,131119.589,3554.9681,N,01430.2551,E,1,5,1,0, M,0, M,0,*7C,$GPGGA,131119.589,3554.9681,N,01430.2551,E,1,5,1,0, M,0, M,0,*7C,35.9161352205708,14.5042512564643,35.9161352206,14.5042512565,1,0.00,,3/13/2013 2:11:19 PM
$GPGGA,131120.609,3554.9681,N,01430.2549,E,1,5,1,0, M,0, M,0,*74,$GPGGA,131120.609,3554.9681,N,01430.2549,E,1,5,1,0, M,0, M,0,*74,35.9161349499136,14.504248535414,35.9161349499,14.5042485354,1,0.00,,3/13/2013 2:11:20 PM
$GPGGA,131121.619,3554.9681,N,01430.2549,E,1,5,1,0, M,0, M,0,*74,$GPGGA,131121.619,3554.9686,N,01430.2549,E,1,5,1,0, M,0, M,0,*73,35.9161349499136,14.504248535414,35.916143671,14.5042490228,2,0.00,,3/13/2013 2:11:21 PM
$GPGGA,131122.639,3554.9681,N,01430.2549,E,1,5,1,0, M,0, M,0,*75,$GPGGA,131122.639,3554.9686,N,01430.2549,E,1,5,1,0, M,0, M,0,*72,35.9161349499136,14.504248535414,35.9161436612,14.504249021,2,0.00,,3/13/2013 2:11:22 PM
$GPGGA,131123.649,3554.9681,N,01430.2549,E,1,5,1,0, M,0, M,0,*73,$GPGGA,131123.649,3554.9686,N,01430.2549,E,1,5,1,0, M,0, M,0,*74,35.9161349499136,14.504248535414,35.916143653,14.5042490281,2,0.00,,3/13/2013 2:11:23 PM
$GPGGA,131124.659,3554.9681,N,01430.2549,E,1,5,1,0, M,0, M,0,*75,$GPGGA,131124.659,3554.9686,N,01430.2549,E,1,5,1,0, M,0, M,0,*72,35.9161349499136,14.504248535414,35.9161436558,14.5042490258,2,0.00,,3/13/2013 2:11:24 PM
$GPGGA,131125.678,3554.9681,N,01430.2549,E,1,5,1,0, M,0, M,0,*77,$GPGGA,131125.678,3554.9686,N,01430.2549,E,1,5,1,0, M,0, M,0,*70,35.9161349499136,14.504248535414,35.9161436588,14.5042490338,2,0.00,,3/13/2013 2:11:25 PM
$GPGGA,131126.688,3554.9681,N,01430.2549,E,1,5,1,0, M,0, M,0,*7B,$GPGGA,131126.688,3554.9686,N,01430.2549,E,1,5,1,0, M,0, M,0,*7C,35.9161349499136,14.504248535414,35.9161436719,14.504249022,2,0.00,,3/13/2013 2:11:26 PM
$GPGGA,131127.702,3554.9681,N,01430.2549,E,1,5,1,0, M,0, M,0,*79,$GPGGA,131127.702,3554.9686,N,01430.2549,E,1,5,1,0, M,0, M,0,*7E,35.9161349499136,14.504248535414,35.9161436902,14.5042490468,2,0.00,,3/13/2013 2:11:27 PM
$GPGGA,131128.718,3554.9681,N,01430.2549,E,1,5,1,0, M,0, M,0,*7D,$GPGGA,131128.718,3554.9686,N,01430.2549,E,1,5,1,0, M,0, M,0,*7A,35.9161349499136,14.504248535414,35.9161437033,14.504249047,2,0.00,,3/13/2013 2:11:28 PM
$GPGGA,131129.738,3554.9681,N,01430.2549,E,1,5,1,0, M,0, M,0,*7E,$GPGGA,131129.738,3554.9686,N,01430.2549,E,1,5,1,0, M,0, M,0,*79,35.9161349499136,14.504248535414,35.9161437252,14.5042490525,2,0.00,,3/13/2013 2:11:29 PM
$GPGGA,131130.748,3554.9681,N,01430.2549,E,1,5,1,0, M,0, M,0,*71,$GPGGA,131130.748,3554.9686,N,01430.2549,E,1,5,1,0, M,0, M,0,*76,35.9161349499136,14.504248535414,35.9161437439,14.5042490525,2,0.00,,3/13/2013 2:11:30 PM
$GPGGA,131131.758,3554.9681,N,01430.2549,E,1,5,1,0, M,0, M,0,*71,$GPGGA,131131.758,3554.9686,N,01430.2549,E,1,5,1,0, M,0, M,0,*76,35.9161349499136,14.504248535414,35.9161437679,14.5042490553,2,0.00,,3/13/2013 2:11:31 PM
$GPGGA,131132.778,3554.9681,N,01430.2549,E,1,5,1,0, M,0, M,0,*70,$GPGGA,131132.778,3554.9686,N,01430.2549,E,1,5,1,0, M,0, M,0,*77,35.9161349499136,14.504248535414,35.9161437767,14.5042490377,2,0.00,,3/13/2013 2:11:32 PM
$GPGGA,131133.788,3554.9681,N,01430.2549,E,1,5,1,0, M,0, M,0,*7E,$GPGGA,131133.788,3554.9686,N,01430.2549,E,1,5,1,0, M,0, M,0,*79,35.9161349499136,14.504248535414,35.9161437862,14.5042490421,2,0.00,,3/13/2013 2:11:33 PM
$GPGGA,131134.808,3554.9681,N,01430.2549,E,1,5,1,0, M,0, M,0,*7E,$GPGGA,131134.808,3554.9686,N,01430.2549,E,1,5,1,0, M,0, M,0,*79,35.9161349499136,14.504248535414,35.916143787,14.5042490315,2,0.00,,3/13/2013 2:11:34 PM
$GPGGA,131135.818,3554.9681,N,01430.2549,E,1,5,1,0, M,0, M,0,*7E,$GPGGA,131135.818,3554.9686,N,01430.2549,E,1,5,1,0, M,0, M,0,*79,35.9161349499136,14.504248535414,35.9161437655,14.5042490264,2,0.00,,3/13/2013 2:11:35 PM
$GPGGA,131136.828,3554.9681,N,01430.2549,E,1,5,1,0, M,0, M,0,*7E,$GPGGA,131136.828,3554.9686,N,01430.2549,E,1,5,1,0, M,0, M,0,*79,35.9161349499136,14.504248535414,35.9161437544,14.5042490298,2,0.00,,3/13/2013 2:11:36 PM
$GPGGA,131137.848,3554.9681,N,01430.2549,E,1,5,1,0, M,0, M,0,*79,$GPGGA,131137.848,3554.9686,N,01430.2549,E,1,5,1,0, M,0, M,0,*7E,35.9161349499136,14.504248535414,35.9161437309,14.5042490176,2,0.00,,3/13/2013 2:11:37 PM
$GPGGA,131138.858,3554.9681,N,01430.2549,E,1,5,1,0, M,0, M,0,*77,$GPGGA,131138.858,3554.9686,N,01430.2549,E,1,5,1,0, M,0, M,0,*70,35.9161349499136,14.504248535414,35.9161437098,14.5042490246,2,0.00,,3/13/2013 2:11:38 PM
$GPGGA,131139.878,3554.9681,N,01430.2549,E,1,5,1,0, M,0, M,0,*74,$GPGGA,131139.878,3554.9686,N,01430.2549,E,1,5,1,0, M,0, M,0,*73,35.9161349499136,14.504248535414,35.9161436925,14.504249031,2,0.00,,3/13/2013 2:11:39 PM
$GPGGA,131140.888,3554.9681,N,01430.2549,E,1,5,1,0, M,0, M,0,*75,$GPGGA,131140.888,3554.9686,N,01430.2549,E,1,5,1,0, M,0, M,0,*72,35.9161349499136,14.504248535414,35.9161436794,14.5042490354,2,0.00,,3/13/2013 2:11:40 PM
$GPGGA,131141.898,3554.9681,N,01430.2549,E,1,5,1,0, M,0, M,0,*75,$GPGGA,131141.898,3554.9686,N,01430.2549,E,1,5,1,0, M,0, M,0,*72,35.9161349499136,14.504248535414,35.9161436716,14.5042490185,2,0.00,,3/13/2013 2:11:41 PM
$GPGGA,131142.918,3554.9681,N,01430.2549,E,1,5,1,0, M,0, M,0,*7F,$GPGGA,131142.918,3554.9686,N,01430.2549,E,1,5,1,0, M,0, M,0,*78,35.9161349499136,14.504248535414,35.9161436604,14.5042490266,2,0.00,,3/13/2013 2:11:42 PM
$GPGGA,131143.928,3554.9681,N,01430.2549,E,1,5,1,0, M,0, M,0,*7D,$GPGGA,131143.928,3554.9686,N,01430.2549,E,1,5,1,0, M,0, M,0,*7A,35.9161349499136,14.504248535414,35.9161436609,14.5042490375,2,0.00,,3/13/2013 2:11:43 PM
$GPGGA,131144.948,3554.9681,N,01430.2549,E,1,5,1,0, M,0, M,0,*7C,$GPGGA,131144.948,3554.9686,N,01430.2549,E,1,5,1,0, M,0, M,0,*7B,35.9161349499136,14.504248535414,35.9161436545,14.5042490438,2,0.00,,3/13/2013 2:11:44 PM
$GPGGA,131145.958,3554.9681,N,01430.2549,E,1,5,1,0, M,0, M,0,*7C,$GPGGA,131145.958,3554.9686,N,01430.2549,E,1,5,1,0, M,0, M,0,*7B,35.9161349499136,14.504248535414,35.916143668,14.5042490374,2,0.00,,3/13/2013 2:11:45 PM
